statecode,countycode,countyname
"16","161","County 16-161"
"16","163","County 16-163"
"16","165","County 16-165"
"16","167","County 16-167"
"16","169","County 16-169"
"16","171","County 16-171"
"16","173","County 16-173"
"16","175","County 16-175"
"16","177","County 16-177"
"16","179","County 16-179"
"16","181","County 16-181"
"16","183","County 16-183"
"16","185","County 16-185"
"16","187","County 16-187"
"16","189","County 16-189"
"16","191","County 16-191"
"16","193","County 16-193"
"16","195","County 16-195"
"16","197","County 16-197"
"16","199","County 16-199"
"16","201","County 16-201"
"16","203","County 16-203"
"16","205","County 16-205"
"16","207","County 16-207"
"16","209","County 16-209"
"16","211","County 16-211"
"16","213","County 16-213"
"16","215","County 16-215"
"16","217","County 16-217"
"16","219","County 16-219"
"16","221","County 16-221"
"16","223","County 16-223"
"16","225","County 16-225"
"16","227","County 16-227"
"16","229","County 16-229"
"16","231","County 16-231"
"16","233","County 16-233"
"16","235","County 16-235"
"16","237","County 16-237"
"16","239","County 16-239"
"17","0","Unassigned"
"17","1","County 17-1"
"17","3","County 17-3"
"17","5","County 17-5"
"17","7","County 17-7"
"17","9","County 17-9"
"17","11","County 17-11"
"17","13","County 17-13"
"17","15","County 17-15"
"17","17","County 17-17"
"17","19","County 17-19"
"17","21","County 17-21"
"17","23","County 17-23"
"17","25","County 17-25"
"17","27","County 17-27"
"17","29","County 17-29"
"17","31","County 17-31"
"17","33","County 17-33"
"17","35","County 17-35"
"17","37","County 17-37"
"17","39","County 17-39"
"17","41","County 17-41"
"17","43","County 17-43"
"17","45","County 17-45"
"17","47","County 17-47"
"17","49","County 17-49"
"17","51","County 17-51"
"17","53","County 17-53"
"17","55","County 17-55"
"17","57","County 17-57"
"17","59","County 17-59"
"17","61","County 17-61"
"17","63","County 17-63"
"17","65","County 17-65"
"17","67","County 17-67"
"17","69","County 17-69"
"17","71","County 17-71"
"17","73","County 17-73"
"17","75","County 17-75"
"17","77","County 17-77"
"17","79","County 17-79"
"17","81","County 17-81"
"17","83","County 17-83"
"17","85","County 17-85"
"17","87","County 17-87"
"17","89","County 17-89"
"17","91","County 17-91"
"17","93","County 17-93"
"17","95","County 17-95"
"17","97","County 17-97"
"17","99","County 17-99"
"17","101","County 17-101"
"17","103","County 17-103"
"17","105","County 17-105"
"17","107","County 17-107"
"17","109","County 17-109"
"17","111","County 17-111"
"17","113","County 17-113"
"17","115","County 17-115"
"17","117","County 17-117"
"17","119","County 17-119"
"17","121","County 17-121"
"17","123","County 17-123"
"17","125","County 17-125"
"17","127","County 17-127"
"17","129","County 17-129"
"17","700","County 17-700"
"17","701","County 17-701"
"17","702","County 17-702"
"17","703","County 17-703"
"17","704","County 17-704"
"17","705","County 17-705"
"17","706","County 17-706"
"17","707","County 17-707"
"17","708","County 17-708"
"17","709","County 17-709"
"17","710","County 17-710"
"17","711","County 17-711"
"17","712","County 17-712"
"17","713","County 17-713"
"17","714","County 17-714"
"17","715","County 17-715"
"17","716","County 17-716"
"17","717","County 17-717"
"17","718","County 17-718"
"17","719","County 17-719"
"17","720","County 17-720"
"17","721","County 17-721"
"17","722","County 17-722"
"17","723","County 17-723"
"17","724","County 17-724"
"17","725","County 17-725"
"17","726","County 17-726"
"17","727","County 17-727"
"17","728","County 17-728"
"17","729","County 17-729"
"17","730","County 17-730"
"17","731","County 17-731"
"18","0","Unassigned"
"18","1","County 18-1"
"18","3","County 18-3"
"18","5","County 18-5"
"18","7","County 18-7"
"18","9","County 18-9"
"18","11","County 18-11"
"18","13","County 18-13"
"18","15","County 18-15"
"18","17","County 18-17"
"18","19","County 18-19"
"18","21","County 18-21"
"18","23","County 18-23"
"18","25","County 18-25"
"18","27","County 18-27"
"18","29","County 18-29"
"18","31","County 18-31"
"18","205","County 18-205"
"18","209","County 18-209"
"18","213","County 18-213"
"18","215","County 18-215"
"18","223","County 18-223"
"18","229","County 18-229"
"18","231","County 18-231"
"19","0","Unassigned"
"19","1","County 19-1"
"19","3","County 19-3"
"19","5","County 19-5"
"19","7","County 19-7"
"19","9","County 19-9"
"19","11","County 19-11"
"19","13","County 19-13"
"19","15","County 19-15"
"19","17","County 19-17"
"19","19","County 19-19"
"19","21","County 19-21"
"19","23","County 19-23"
"19","25","County 19-25"
"19","27","County 19-27"
"19","29","County 19-29"
"19","31","County 19-31"
"19","33","County 19-33"
"19","35","County 19-35"
"19","37","County 19-37"
"19","39","County 19-39"
"19","41","County 19-41"
"19","43","County 19-43"
"19","45","County 19-45"
"19","47","County 19-47"
"19","117","County 19-117"
"19","125","County 19-125"
"19","247","County 19-247"
"20","0","Unassigned"
"20","1","County 20-1"
"20","3","County 20-3"
"20","5","County 20-5"
"20","7","County 20-7"
"20","9","County 20-9"
"20","11","County 20-11"
"20","13","County 20-13"
"20","15","County 20-15"
"20","17","County 20-17"
"20","19","County 20-19"
"20","21","County 20-21"
"20","23","County 20-23"
"20","25","County 20-25"
"20","27","County 20-27"
"20","129","County 20-129"
"20","135","County 20-135"
"20","136","County 20-136"
"20","142","County 20-142"
"20","147","County 20-147"
"20","152","County 20-152"
"20","201","County 20-201"
"20","205","County 20-205"
"20","207","County 20-207"
"20","209","County 20-209"
"20","219","County 20-219"
"20","221","County 20-221"
"20","223","County 20-223"
"20","225","County 20-225"
"21","0","Unassigned"
"21","1","County 21-1"
"21","3","County 21-3"
"21","5","County 21-5"
"21","7","County 21-7"
"21","9","County 21-9"
"21","11","County 21-11"
"21","13","County 21-13"
"21","15","County 21-15"
"21","17","County 21-17"
"21","19","County 21-19"
"21","21","County 21-21"
"21","23","County 21-23"
"21","25","County 21-25"
"21","27","County 21-27"
"21","29","County 21-29"
"21","31","County 21-31"
"21","33","County 21-33"
"21","35","County 21-35"
"21","37","County 21-37"
"21","39","County 21-39"
"21","41","County 21-41"
"21","43","County 21-43"
"21","45","County 21-45"
"21","47","County 21-47"
"21","49","County 21-49"
"21","51","County 21-51"
"21","53","County 21-53"
"21","55","County 21-55"
"21","57","County 21-57"
"21","59","County 21-59"
"21","61","County 21-61"
"21","63","County 21-63"
"21","65","County 21-65"
"21","67","County 21-67"
"21","69","County 21-69"
"21","71","County 21-71"
"21","73","County 21-73"
"21","75","County 21-75"
"21","77","County 21-77"
"21","79","County 21-79"
"21","81","County 21-81"
"21","83","County 21-83"
"21","85","County 21-85"
"21","87","County 21-87"
"21","89","County 21-89"
"21","91","County 21-91"
"21","93","County 21-93"
"21","95","County 21-95"
"21","97","County 21-97"
"21","99","County 21-99"
"21","101","County 21-101"
"21","103","County 21-103"
"21","105","County 21-105"
"21","107","County 21-107"
"21","109","County 21-109"
"21","111","County 21-111"
"21","113","County 21-113"
"21","115","County 21-115"
"21","117","County 21-117"
"21","119","County 21-119"
"21","121","County 21-121"
"21","123","County 21-123"
"21","125","County 21-125"
"21","127","County 21-127"
"21","129","County 21-129"
"21","131","County 21-131"
"21","133","County 21-133"
"21","135","County 21-135"
"21","137","County 21-137"
"21","139","County 21-139"
"21","141","County 21-141"
"21","143","County 21-143"
"21","145","County 21-145"
"21","147","County 21-147"
"21","149","County 21-149"
"21","151","County 21-151"
"21","153","County 21-153"
"21","155","County 21-155"
"21","157","County 21-157"
"21","159","County 21-159"
"21","161","County 21-161"
"21","163","County 21-163"
"21","165","County 21-165"
"21","521","County 21-521"
"21","554","County 21-554"
"21","556","County 21-556"
"21","558","County 21-558"
"22","0","Unassigned"
"22","1","County 22-1"
"22","3","County 22-3"
"22","5","County 22-5"
"22","7","County 22-7"
"22","9","County 22-9"
"22","11","County 22-11"
"22","13","County 22-13"
"22","15","County 22-15"
"22","17","County 22-17"
"22","19","County 22-19"
"22","21","County 22-21"
"22","23","County 22-23"
"22","25","County 22-25"
"22","27","County 22-27"
"22","29","County 22-29"
"22","31","County 22-31"
"22","33","County 22-33"
"22","35","County 22-35"
"22","37","County 22-37"
"22","39","County 22-39"
"22","41","County 22-41"
"22","43","County 22-43"
"22","45","County 22-45"
"22","47","County 22-47"
"22","49","County 22-49"
"22","51","County 22-51"
"22","53","County 22-53"
"22","55","County 22-55"
"22","57","County 22-57"
"22","59","County 22-59"
"22","61","County 22-61"
"22","63","County 22-63"
"22","65","County 22-65"
"22","67","County 22-67"
"22","69","County 22-69"
"22","71","County 22-71"
"22","73","County 22-73"
"22","75","County 22-75"
"22","77","County 22-77"
"22","79","County 22-79"
"22","81","County 22-81"
"22","83","County 22-83"
"22","85","County 22-85"
"22","87","County 22-87"
"22","89","County 22-89"
"22","91","County 22-91"
"22","93","County 22-93"
"22","95","County 22-95"
"22","97","County 22-97"
"22","99","County 22-99"
"22","101","County 22-101"
"22","103","County 22-103"
"22","105","County 22-105"
"22","107","County 22-107"
"22","109","County 22-109"
"22","111","County 22-111"
"22","113","County 22-113"
"22","115","County 22-115"
"22","117","County 22-117"
"22","119","County 22-119"
"22","121","County 22-121"
"22","123","County 22-123"
"22","125","County 22-125"
"22","127","County 22-127"
"22","129","County 22-129"
"22","131","County 22-131"
"22","133","County 22-133"
"22","135","County 22-135"
"22","137","County 22-137"
"22","139","County 22-139"
"22","141","County 22-141"
"22","143","County 22-143"
"22","145","County 22-145"
"22","147","County 22-147"
"22","149","County 22-149"
"22","151","County 22-151"
"22","153","County 22-153"
"22","155","County 22-155"
"22","157","County 22-157"
"22","159","County 22-159"
"22","161","County 22-161"
"22","163","County 22-163"
"22","165","County 22-165"
"22","167","County 22-167"
"22","169","County 22-169"
"22","171","County 22-171"
"22","173","County 22-173"
"22","522","County 22-522"
"23","0","Unassigned"
"23","1","County 23-1"
"23","3","County 23-3"
"23","5","County 23-5"
"23","7","County 23-7"
"23","9","County 23-9"
"23","11","County 23-11"
"23","13","County 23-13"
"23","15","County 23-15"
"23","17","County 23-17"
"23","19","County 23-19"
"23","21","County 23-21"
"23","23","County 23-23"
"23","25","County 23-25"
"23","27","County 23-27"
"23","29","County 23-29"
"23","31","County 23-31"
"23","33","County 23-33"
"23","35","County 23-35"
"23","37","County 23-37"
"23","39","County 23-39"
"23","41","County 23-41"
"23","43","County 23-43"
"23","45","County 23-45"
"23","47","County 23-47"
"23","49","County 23-49"
"23","51","County 23-51"
"23","53","County 23-53"
"23","55","County 23-55"
"23","57","County 23-57"
"23","59","County 23-59"
"23","61","County 23-61"
"23","63","County 23-63"
"23","65","County 23-65"
"23","67","County 23-67"
"23","69","County 23-69"
"23","71","County 23-71"
"23","73","County 23-73"
"23","75","County 23-75"
"23","77","County 23-77"
"23","79","County 23-79"
"23","81","County 23-81"
"23","83","County 23-83"
"23","85","County 23-85"
"23","87","County 23-87"
"23","89","County 23-89"
"23","91","County 23-91"
"23","93","County 23-93"
"23","95","County 23-95"
"23","97","County 23-97"
"23","99","County 23-99"
"23","101","County 23-101"
"23","103","County 23-103"
"23","105","County 23-105"
"23","107","County 23-107"
"23","109","County 23-109"
"23","111","County 23-111"
"23","113","County 23-113"
"23","115","County 23-115"
"23","117","County 23-117"
"23","119","County 23-119"
"23","121","County 23-121"
"23","123","County 23-123"
"23","125","County 23-125"
"23","127","County 23-127"
"23","129","County 23-129"
"23","131","County 23-131"
"23","133","County 23-133"
"23","135","County 23-135"
"23","137","County 23-137"
"23","139","County 23-139"
"23","141","County 23-141"
"23","143","County 23-143"
"23","145","County 23-145"
"23","147","County 23-147"
"23","149","County 23-149"
"23","151","County 23-151"
"23","153","County 23-153"
"23","155","County 23-155"
"23","157","County 23-157"
"23","159","County 23-159"
"23","161","County 23-161"
"23","163","County 23-163"
"23","245","County 23-245"
"23","247","County 23-247"
"23","259","County 23-259"
"24","0","Unassigned"
"24","1","County 24-1"
"24","3","County 24-3"
"24","5","County 24-5"
"24","7","County 24-7"
"24","9","County 24-9"
"24","11","County 24-11"
"24","13","County 24-13"
"24","15","County 24-15"
"24","17","County 24-17"
"24","19","County 24-19"
"24","21","County 24-21"
"24","23","County 24-23"
"24","25","County 24-25"
"24","27","County 24-27"
"24","29","County 24-29"
"24","31","County 24-31"
"24","33","County 24-33"
"24","35","County 24-35"
"24","37","County 24-37"
"24","39","County 24-39"
"24","41","County 24-41"
"24","43","County 24-43"
"24","45","County 24-45"
"24","47","County 24-47"
"24","49","County 24-49"
"24","51","County 24-51"
"24","53","County 24-53"
"24","55","County 24-55"
"24","57","County 24-57"
"24","59","County 24-59"
"24","61","County 24-61"
"24","63","County 24-63"
"24","65","County 24-65"
"24","67","County 24-67"
"24","69","County 24-69"
"24","71","County 24-71"
"24","73","County 24-73"
"24","75","County 24-75"
"24","77","County 24-77"
"24","79","County 24-79"
"24","81","County 24-81"
"24","83","County 24-83"
"24","85","County 24-85"
"24","87","County 24-87"
"24","89","County 24-89"
"24","91","County 24-91"
"24","93","County 24-93"
"24","95","County 24-95"
"24","97","County 24-97"
"24","99","County 24-99"
"24","101","County 24-101"
"24","103","County 24-103"
"24","105","County 24-105"
"24","107","County 24-107"
"24","109","County 24-109"
"24","111","County 24-111"
"24","113","County 24-113"
"24","115","County 24-115"
"24","117","County 24-117"
"24","119","County 24-119"
"24","121","County 24-121"
"24","123","County 24-123"
"24","125","County 24-125"
"24","127","County 24-127"
"24","129","County 24-129"
"24","131","County 24-131"
"24","133","County 24-133"
"24","135","County 24-135"
"24","137","County 24-137"
"24","139","County 24-139"
"24","141","County 24-141"
"24","143","County 24-143"
"24","145","County 24-145"
"24","147","County 24-147"
"24","149","County 24-149"
"24","151","County 24-151"
"24","153","County 24-153"
"24","155","County 24-155"
"24","157","County 24-157"
"24","159","County 24-159"
"24","161","County 24-161"
"24","163","County 24-163"
"24","165","County 24-165"
"24","167","County 24-167"
"24","169","County 24-169"
"24","171","County 24-171"
"24","173","County 24-173"
"24","175","County 24-175"
"24","177","County 24-177"
"24","179","County 24-179"
"24","181","County 24-181"
"24","183","County 24-183"
"24","185","County 24-185"
"24","187","County 24-187"
"24","189","County 24-189"
"24","191","County 24-191"
"24","193","County 24-193"
"24","195","County 24-195"
"24","197","County 24-197"
"24","199","County 24-199"
"24","201","County 24-201"
"24","203","County 24-203"
"24","205","County 24-205"
"24","207","County 24-207"
"24","209","County 24-209"
"24","211","County 24-211"
"24","213","County 24-213"
"24","215","County 24-215"
"24","217","County 24-217"
"24","219","County 24-219"
"24","221","County 24-221"
"24","223","County 24-223"
"24","225","County 24-225"
"24","227","County 24-227"
"24","229","County 24-229"
"25","0","Unassigned"
"25","1","County 25-1"
"25","3","County 25-3"
"25","5","County 25-5"
"25","7","County 25-7"
"25","9","County 25-9"
"25","11","County 25-11"
"25","13","County 25-13"
"25","15","County 25-15"
"25","17","County 25-17"
"25","19","County 25-19"
"25","21","County 25-21"
"25","23","County 25-23"
"25","25","County 25-25"
"25","27","County 25-27"
"25","29","County 25-29"
"25","31","County 25-31"
"25","33","County 25-33"
"25","35","County 25-35"
"25","37","County 25-37"
"25","39","County 25-39"
"25","41","County 25-41"
"25","43","County 25-43"
"25","45","County 25-45"
"25","47","County 25-47"
"25","49","County 25-49"
"25","51","County 25-51"
"25","53","County 25-53"
"25","55","County 25-55"
"25","57","County 25-57"
"25","59","County 25-59"
"25","61","County 25-61"
"25","63","County 25-63"
"25","65","County 25-65"
"25","67","County 25-67"
"25","69","County 25-69"
"25","71","County 25-71"
"25","73","County 25-73"
"25","75","County 25-75"
"25","77","County 25-77"
"25","79","County 25-79"
"25","81","County 25-81"
"25","83","County 25-83"
"25","85","County 25-85"
"25","87","County 25-87"
"25","89","County 25-89"
"25","91","County 25-91"
"25","93","County 25-93"
"25","95","County 25-95"
"25","97","County 25-97"
"25","99","County 25-99"
"25","101","County 25-101"
"25","103","County 25-103"
"25","105","County 25-105"
"25","107","County 25-107"
"25","109","County 25-109"
"25","111","County 25-111"
"25","113","County 25-113"
"26","0","Unassigned"
"26","1","County 26-1"
"26","3","County 26-3"
"26","5","County 26-5"
"26","7","County 26-7"
"26","9","County 26-9"
"26","11","County 26-11"
"26","13","County 26-13"
"26","15","County 26-15"
"26","17","County 26-17"
"26","19","County 26-19"
"26","21","County 26-21"
"26","23","County 26-23"
"26","25","County 26-25"
"26","27","County 26-27"
"26","29","County 26-29"
"26","31","County 26-31"
"26","33","County 26-33"
"26","35","County 26-35"
"26","37","County 26-37"
"26","39","County 26-39"
"26","41","County 26-41"
"26","43","County 26-43"
"26","45","County 26-45"
"26","47","County 26-47"
"26","49","County 26-49"
"26","51","County 26-51"
"26","53","County 26-53"
"26","55","County 26-55"
"26","57","County 26-57"
"26","59","County 26-59"
"26","61","County 26-61"
"26","63","County 26-63"
"26","65","County 26-65"
"26","67","County 26-67"
"26","69","County 26-69"
"26","71","County 26-71"
"26","73","County 26-73"
"26","75","County 26-75"
"26","77","County 26-77"
"26","79","County 26-79"
"26","81","County 26-81"
"26","83","County 26-83"
"26","85","County 26-85"
"26","87","County 26-87"
"26","89","County 26-89"
"26","91","County 26-91"
"26","93","County 26-93"
"26","95","County 26-95"
"26","97","County 26-97"
"26","99","County 26-99"
"26","101","County 26-101"
"26","103","County 26-103"
"26","105","County 26-105"
"26","107","County 26-107"
"26","109","County 26-109"
"26","111","County 26-111"
"26","113","County 26-113"
"26","115","County 26-115"
"26","117","County 26-117"
"26","119","County 26-119"
"26","121","County 26-121"
"26","123","County 26-123"
"26","125","County 26-125"
"26","127","County 26-127"
"26","129","County 26-129"
"26","131","County 26-131"
"26","133","County 26-133"
"26","135","County 26-135"
"26","137","County 26-137"
"26","139","County 26-139"
"26","141","County 26-141"
"26","143","County 26-143"
"26","145","County 26-145"
"26","147","County 26-147"
"26","149","County 26-149"
"26","151","County 26-151"
"26","153","County 26-153"
"26","155","County 26-155"
"26","157","County 26-157"
"26","159","County 26-159"
"26","161","County 26-161"
"26","163","County 26-163"
"26","165","County 26-165"
"26","167","County 26-167"
"26","169","County 26-169"
"26","171","County 26-171"
"26","173","County 26-173"
"26","175","County 26-175"
"26","177","County 26-177"
"26","179","County 26-179"
"26","181","County 26-181"
"26","183","County 26-183"
"26","185","County 26-185"
"27","0","Unassigned"
"27","1","County 27-1"
"27","3","County 27-3"
"27","5","County 27-5"
"27","7","County 27-7"
"27","9","County 27-9"
"27","11","County 27-11"
"27","13","County 27-13"
"27","15","County 27-15"
"27","17","County 27-17"
"27","19","County 27-19"
"27","21","County 27-21"
"27","23","County 27-23"
"27","25","County 27-25"
"27","27","County 27-27"
"27","29","County 27-29"
"27","31","County 27-31"
"27","33","County 27-33"
"28","0","Unassigned"
"28","1","County 28-1"
"28","3","County 28-3"
"28","5","County 28-5"
"28","7","County 28-7"
"28","9","County 28-9"
"28","11","County 28-11"
"28","13","County 28-13"
"28","15","County 28-15"
"28","17","County 28-17"
"28","19","County 28-19"
"28","215","County 28-215"
"29","0","Unassigned"
"29","1","County 29-1"
"29","3","County 29-3"
"29","5","County 29-5"
"29","7","County 29-7"
"29","9","County 29-9"
"29","11","County 29-11"
"29","13","County 29-13"
"29","15","County 29-15"
"29","17","County 29-17"
"29","19","County 29-19"
"29","21","County 29-21"
"29","23","County 29-23"
"29","25","County 29-25"
"29","27","County 29-27"
"29","29","County 29-29"
"29","31","County 29-31"
"29","33","County 29-33"
"29","35","County 29-35"
"29","37","County 29-37"
"29","39","County 29-39"
"29","41","County 29-41"
"29","118","County 29-118"
"29","127","County 29-127"
"29","133","County 29-133"
"29","139","County 29-139"
"29","201","County 29-201"
"29","209","County 29-209"
"29","225","County 29-225"
"29","229","County 29-229"
"30","0","Unassigned"
"30","1","County 30-1"
"30","3","County 30-3"
"30","5","County 30-5"
"30","6","County 30-6"
"30","7","County 30-7"
"30","9","County 30-9"
"30","11","County 30-11"
"30","13","County 30-13"
"30","15","County 30-15"
"30","17","County 30-17"
"30","19","County 30-19"
"30","21","County 30-21"
"30","23","County 30-23"
"30","25","County 30-25"
"30","27","County 30-27"
"30","28","County 30-28"
"30","29","County 30-29"
"30","31","County 30-31"
"30","33","County 30-33"
"30","35","County 30-35"
"30","37","County 30-37"
"30","39","County 30-39"
"30","41","County 30-41"
"30","43","County 30-43"
"30","45","County 30-45"
"30","47","County 30-47"
"30","49","County 30-49"
"30","51","County 30-51"
"30","53","County 30-53"
"30","55","County 30-55"
"30","57","County 30-57"
"30","59","County 30-59"
"30","61","County 30-61"
"31","0","Unassigned"
"31","1","County 31-1"
"31","3","County 31-3"
"31","5","County 31-5"
"31","7","County 31-7"
"31","9","County 31-9"
"31","11","County 31-11"
"31","13","County 31-13"
"31","15","County 31-15"
"31","17","County 31-17"
"31","19","County 31-19"
"31","21","County 31-21"
"31","23","County 31-23"
"31","25","County 31-25"
"31","27","County 31-27"
"31","29","County 31-29"
"31","31","County 31-31"
"31","33","County 31-33"
"31","35","County 31-35"
"31","37","County 31-37"
"31","39","County 31-39"
"31","41","County 31-41"
"31","43","County 31-43"
"31","45","County 31-45"
"31","47","County 31-47"
"31","49","County 31-49"
"31","51","County 31-51"
"31","53","County 31-53"
"31","55","County 31-55"
"31","57","County 31-57"
"31","59","County 31-59"
"31","61","County 31-61"
"31","63","County 31-63"
"31","65","County 31-65"
"31","67","County 31-67"
"31","69","County 31-69"
"31","71","County 31-71"
"31","73","County 31-73"
"31","75","County 31-75"
"31","77","County 31-77"
"31","79","County 31-79"
"31","81","County 31-81"
"31","83","County 31-83"
"31","85","County 31-85"
"31","87","County 31-87"
"31","89","County 31-89"
"31","91","County 31-91"
"31","93","County 31-93"
"31","95","County 31-95"
"31","97","County 31-97"
"31","99","County 31-99"
"31","101","County 31-101"
"31","103","County 31-103"
"31","105","County 31-105"
"31","107","County 31-107"
"31","109","County 31-109"
"31","111","County 31-111"
"31","113","County 31-113"
"31","115","County 31-115"
"31","117","County 31-117"
"31","119","County 31-119"
"31","121","County 31-121"
"31","123","County 31-123"
"31","134","County 31-134"
"31","140","County 31-140"
"31","141","County 31-141"
"31","144","County 31-144"
"31","247","County 31-247"
"31","259","County 31-259"
"31","281","County 31-281"
"31","285","County 31-285"
"31","303","County 31-303"
"31","531","County 31-531"
"31","560","County 31-560"
"32","0","Unassigned"
"32","1","County 32-1"
"32","3","County 32-3"
"32","5","County 32-5"
"32","7","County 32-7"
"32","9","County 32-9"
"32","11","County 32-11"
"32","13","County 32-13"
"32","15","County 32-15"
"32","17","County 32-17"
"32","19","County 32-19"
"32","21","County 32-21"
"32","23","County 32-23"
"32","25","County 32-25"
"32","27","County 32-27"
"32","29","County 32-29"
"32","30","County 32-30"
"32","31","County 32-31"
"32","33","County 32-33"
"32","35","County 32-35"
"32","37","County 32-37"
"32","39","County 32-39"
"32","41","County 32-41"
"32","43","County 32-43"
"32","45","County 32-45"
"32","47","County 32-47"
"32","49","County 32-49"
"32","51","County 32-51"
"32","53","County 32-53"
"32","55","County 32-55"
"32","57","County 32-57"
"32","59","County 32-59"
"32","61","County 32-61"
"32","63","County 32-63"
"32","65","County 32-65"
"32","67","County 32-67"
"32","69","County 32-69"
"32","71","County 32-71"
"32","73","County 32-73"
"32","75","County 32-75"
"32","77","County 32-77"
"32","79","County 32-79"
"32","81","County 32-81"
"32","83","County 32-83"
"32","85","County 32-85"
"32","87","County 32-87"
"32","89","County 32-89"
"32","91","County 32-91"
"32","93","County 32-93"
"32","95","County 32-95"
"32","97","County 32-97"
"32","99","County 32-99"
"32","101","County 32-101"
"32","103","County 32-103"
"32","105","County 32-105"
"32","107","County 32-107"
"32","109","County 32-109"
"32","111","County 32-111"
"32","113","County 32-113"
"32","115","County 32-115"
"32","116","County 32-116"
"32","117","County 32-117"
"32","119","County 32-119"
"32","121","County 32-121"
"32","123","County 32-123"
"32","125","County 32-125"
"32","127","County 32-127"
"32","129","County 32-129"
"32","131","County 32-131"
"32","133","County 32-133"
"32","135","County 32-135"
"32","137","County 32-137"
"32","139","County 32-139"
"32","141","County 32-141"
"32","143","County 32-143"
"32","145","County 32-145"
"32","147","County 32-147"
"32","149","County 32-149"
"32","151","County 32-151"
"32","153","County 32-153"
"32","155","County 32-155"
"32","157","County 32-157"
"32","159","County 32-159"
"32","160","County 32-160"
"32","161","County 32-161"
"32","163","County 32-163"
"32","165","County 32-165"
"32","167","County 32-167"
"32","169","County 32-169"
"32","171","County 32-171"
"32","173","County 32-173"
"32","175","County 32-175"
"32","177","County 32-177"
"32","179","County 32-179"
"32","181","County 32-181"
"32","183","County 32-183"
"32","185","County 32-185"
"32","187","County 32-187"
"32","189","County 32-189"
"32","191","County 32-191"
"32","193","County 32-193"
"32","195","County 32-195"
"32","197","County 32-197"
"32","199","County 32-199"
"32","219","County 32-219"
"32","231","County 32-231"
"32","253","County 32-253"
"32","255","County 32-255"
"32","295","County 32-295"
"32","329","County 32-329"
"32","333","County 32-333"
"32","341","County 32-341"
"33","0","Unassigned"
"33","1","County 33-1"
"33","3","County 33-3"
"33","5","County 33-5"
"33","7","County 33-7"
"33","9","County 33-9"
"33","11","County 33-11"
"33","13","County 33-13"
"33","15","County 33-15"
"33","17","County 33-17"
"33","19","County 33-19"
"33","21","County 33-21"
"33","23","County 33-23"
"33","25","County 33-25"
"33","27","County 33-27"
"33","29","County 33-29"
"33","31","County 33-31"
"33","33","County 33-33"
"33","35","County 33-35"
"33","37","County 33-37"
"33","39","County 33-39"
"33","41","County 33-41"
"33","43","County 33-43"
"33","45","County 33-45"
"33","47","County 33-47"
"33","49","County 33-49"
"33","51","County 33-51"
"33","53","County 33-53"
"33","55","County 33-55"
"33","57","County 33-57"
"33","59","County 33-59"
"33","61","County 33-61"
"33","63","County 33-63"
"33","65","County 33-65"
"33","67","County 33-67"
"33","69","County 33-69"
"33","71","County 33-71"
"33","73","County 33-73"
"33","75","County 33-75"
"33","77","County 33-77"
"33","79","County 33-79"
"33","81","County 33-81"
"33","83","County 33-83"
"33","85","County 33-85"
"33","87","County 33-87"
"33","89","County 33-89"
"33","91","County 33-91"
"33","93","County 33-93"
"33","95","County 33-95"
"33","97","County 33-97"
"33","99","County 33-99"
"33","101","County 33-101"
"33","103","County 33-103"
"33","105","County 33-105"
"34","0","Unassigned"
"34","1","County 34-1"
"34","3","County 34-3"
"34","5","County 34-5"
"34","7","County 34-7"
"34","9","County 34-9"
"34","11","County 34-11"
"34","13","County 34-13"
"34","15","County 34-15"
"34","17","County 34-17"
"34","19","County 34-19"
"34","21","County 34-21"
"34","23","County 34-23"
"34","25","County 34-25"
"34","27","County 34-27"
"34","29","County 34-29"
"34","31","County 34-31"
"34","33","County 34-33"
"34","35","County 34-35"
"34","37","County 34-37"
"34","39","County 34-39"
"34","41","County 34-41"
"34","43","County 34-43"
"34","45","County 34-45"
"34","47","County 34-47"
"34","49","County 34-49"
"34","51","County 34-51"
"34","53","County 34-53"
"34","55","County 34-55"
"34","57","County 34-57"
"34","59","County 34-59"
"34","61","County 34-61"
"34","63","County 34-63"
"34","65","County 34-65"
"34","67","County 34-67"
"34","69","County 34-69"
"34","71","County 34-71"
"34","73","County 34-73"
"34","75","County 34-75"
"34","77","County 34-77"
"34","79","County 34-79"
"34","81","County 34-81"
"34","83","County 34-83"
"34","85","County 34-85"
"34","87","County 34-87"
"34","89","County 34-89"
"34","91","County 34-91"
"34","93","County 34-93"
"34","95","County 34-95"
"34","97","County 34-97"
"34","99","County 34-99"
"34","101","County 34-101"
"34","103","County 34-103"
"34","105","County 34-105"
"34","107","County 34-107"
"34","109","County 34-109"
"34","111","County 34-111"
"34","113","County 34-113"
"34","115","County 34-115"
"34","117","County 34-117"
"34","119","County 34-119"
"34","121","County 34-121"
"34","123","County 34-123"
"34","125","County 34-125"
"34","127","County 34-127"
"34","129","County 34-129"
"34","131","County 34-131"
"34","133","County 34-133"
"34","135","County 34-135"
"34","137","County 34-137"
"34","139","County 34-139"
"34","141","County 34-141"
"34","143","County 34-143"
"34","145","County 34-145"
"34","147","County 34-147"
"34","149","County 34-149"
"34","151","County 34-151"
"34","153","County 34-153"
"34","155","County 34-155"
"34","157","County 34-157"
"34","159","County 34-159"
